,Col 1
182,"Artie; Complete as many rounds as possible in 20 minutes of:  5 pull-ups  10 push-ups  15 squats  5 pull-ups  10 thrusters, 95 lb.; Post rounds completed to comments."
183,"Rest Day; ""If Soda Companies Don't Want to Be Treated Like Tobacco Companies They Need to Stop Acting Like Them,"" Scientific American.; Post thoughts to comments."
184,Complete as many rounds as possible in 40 minutes of:  Row 500 meters  100 double-unders; Post rounds completed to comments.
185,27-21-15 reps for time of:  165-lb. back squats  Handstand push-ups; Post time to comments.
186,3 rounds:  5 minutes of running  5 minutes of rest; Post distance ran each interval to comments.
187,"Rest Day; ""Soda and Snack Food Companies Welcomed at Nutrition Conference,"" Time.; Post thoughts to comments."
188,"3 rounds for time of:  10 strict knees-to-elbows  155-lb. power snatches, 10 reps  10 strict knees-to-elbows  10 burpees; Post time to comments."
189,Front squat 5-5-5-5-5 reps; Post loads to comments.; Compare to 160227.
190,5 rounds for time of:  Swim 50 meters  25 push-ups; Compare to 110524.
191,Rest Day
192,"10 rounds for time of:  95-lb. sumo deadlift high pulls, 7 reps  95-lb. front squats, 7 reps  95-lb. push jerks, 7 reps; Post time to comments."
193,Shoulder press 3-3-3-3-3 reps; Compare to 130731.
194,"Complete rounds for 20 minutes of:  5 pull-ups  10 push-ups  15 squats  20 pulls on the rower; Score is total calories rowed.; Post total number of calories, and number of rounds."
195,"Rest Day; ""Soda group suspends payments to dietitians opposing new tax,"" Chicago Tribune."
196,"Workout 14.1; Complete as many rounds and reps as possible in 10 minutes of:  30 double-unders  75-lb. power snatches, 15 reps; Post rounds completed to comments, or complete Team Series Event 8 and log your team score.; Compare to 140228 ."
197,"Complete as many rounds as possible in 20 minutes of:  5 clean and jerks  10 toes-to-bars  Rest 30 seconds; Men use 185 lb. Women use 135 lb.; Post rounds completed to comments, or complete Team Series Event 7 and log your team score."
198,"Complete as many reps as possible in 10 minutes of:  Muscle-ups; Post reps to comments, or complete Team Series Event 6 and log your team score."
199,"Rest Day; ""PepsiCo sued for exaggerating health benefits of Naked Juice,"" Fox News.; Post thoughts to comments."
200,"For time:  50 wall-ball shots  50 deadlifts, 185-lb.  50 handstand push-ups; Each time you break a set of wall-ball shots or handstand push-ups, deadlift the barbell and hold it at your waist for 15 seconds before returning to the ball or wall.; Post time to comments, or complete Team Series Event 5 and log your team score."
201,Overhead squat 5-5-5 reps  Snatch balance 3-3-3 reps  Hang squat snatch 1-1-1 reps; Post loads to comments.
202,"Complete as many rounds as possible in 25 minutes of:  45-lb. thrusters, 25 reps  25 burpees  45-lb. sumo deadlift high pulls, 25 reps; Post rounds completed to comments."
203,"Rest Day; ""Chess vs Poker vs CrossFit,"" by Greg Shahade.; Post thoughts to comments."
204,"Complete as many rounds as possible in 25 minutes of:  35-lb. single-arm dumbbell overhead lunges, 25 steps  Row 25 calories  35-lb. weighted sit-ups, 25 reps; Post rounds completed to comments."
205,Weighted chest-to-bar pull-up 1-1-1-1-1 reps  Weighted dip 1-1-1-1-1 reps  Run 1 mile for time; Post loads and mile time to comments.
206,Back squat 1-1-1-1-1-1-1 reps; Post loads to comments.; Compare to 160313.
207,"Rest Day; ""Activity Trackers May Undermine Weight Loss Efforts,"" The New York Times.; Post thoughts to comments."
208,"Marston; Complete as many rounds as possible in 20 minutes of:  405-lb. deadlift, 1 rep  10 toes-to-bars  15 bar-facing burpees; Post rounds completed to comments."
209,"5 rounds for time of:  15 chest-to-bar pull-ups  30 one-legged squats, alternating; Post time to comments."
210,Complete as many rounds as possible in 20 minutes of:  100 double-unders  100-ft. walking lunge; Post rounds completed to comments.
211,"Rest Day; ""CrossFit Founder: Why Focusing on Getting Rich Is 'Stupid',"" Inc.com.; Post thoughts to comments."
212,"Time Priority Diane; For reps:  60 seconds of deadlifts, 225 lb.  60 seconds of handstand push-ups  45 seconds of deadlifts, 225 lb.  45 seconds of handstand push-ups  30 seconds of deadlifts, 225 lb.  30 seconds of handstand push-ups; This workout takes 4.5 minutes, with no rest between exercises.; Post total reps completed to comments."
213,"5 rounds for time of:  3 rope climbs  Run 400 meters; Use a 15-ft. rope, and each round perform one of the 3 climbs without assistance from your legs.; Post time to comments."
214,Freestyle Fran; 45 reps of each for time:  95-lb. thrusters  Pull-ups; Partition as needed to complete 45 reps of each exercise as quickly as possible.; Read ?Fooling Around With Fran? to help strategize.; Post time and rep scheme used to comments.
215,"Rest Day; ""A Big Tobacco Moment For The Sugar Industry,"" The New Yorker.; Post thoughts to comments."
216,Run 10K; Post time to comments.; Compare to 140817 .
217,For time:  50 muscle-ups; Post time to comments.; Compare to 080621 .
218,Thruster 5-5-5-5-5 reps; Post loads to comments.; Compare to 151006 .
219,"Rest Day; ""aRm1"" with Chris Ganley.; Post thoughts to comments."
220,"Joshie; 3 rounds for time of:  40-lb. dumbbell snatches, 21 reps, right arm  21 L pull-ups  40-lb. dumbbell snatches, 21 reps, left arm  21 L Pull-ups; Post time to comments.; These are squat not power snatches.; Compare to 110930 ."
221,"10 80-yard shuttle sprints  Rest as needed between efforts.; For each sprint, run 10 yards out, 10 back, 20 out, 20 back, 10 out, 10 back.; Post best and worst times to comments."
222,"Ring push-up ladder; Rest 5 minutes; Body-weight front squat ladder; For the ladder pattern, perform one rep the first minute, two reps the second minute, three reps the third minute, continuing as long as you are able. Use as many sets each minute as needed.; Post number of minutes completed for each exercise to comments.; Compare to 141219 ."
223,"Rest Day; ""Relationship between Research Outcomes and Risk of Bias, Study Sponsorship, and Author Financial Conflicts of Interest in Reviews of the Effects of Artificially Sweetened Beverages on Weight Outcomes: A Systematic Review of Reviews,"" PLOS One.; Post thoughts to comments."
224,"Hang power clean 1-1-1-1-1-1-1 reps; Post loads to comments, or complete Team Series Event 4 and log your team score there.; Compare to 090822."
225,"5 minutes of rowing  5 minutes of push presses; There is no rest between exercises.; Men use 115 lb. Women use 80 lb.; Post calories rowed and reps completed to comments, or complete Team Series Event 3 and log your team score there."
226,"For time:  100 double-unders  25 toes-to-bars  25 deadlifts  50 box jump overs; Men use 225 lb. for deadlifts and a 24-in. box.  Women use 155 lb. for deadlifts and a 20-in. box.; Post time to comments, or complete Team Series Event 2 and log your team score there."
227,"Rest Day; ""5 Reasons Why So Many Entrepreneurs Do CrossFit,"" Inc.; Post thoughts to comments."
228,"21-15-9 reps for time of:  Bar-facing-burpees  Overhead squats  Chest-to-bar pull-ups; Men use 95 lb., Women use 65 lb.; Post time to comments, or complete Team Series Event 1 and log your team score there."
229,"4 rounds, each for time of:  800-meter run; Rest as needed between efforts.; Post times for each round to comments.; Compare to 150103."
230,Overhead squat 5-5-5-5-5 reps; Post loads to comments.; Compare to 150110.
231,"Rest Day; ""Why You Don't Need 8 Glasses of Water a Day,"" College Humor.; Post thoughts to comments."
232,"Nickman; With a 55-lb. and 35-lb. dumbbell, 10 rounds for time of:  200-meter farmers carry with both dumbbells  35-lb. weighted pull-ups, 10 reps  55-lb. dumbbell power snatches, 20 reps, alternating arms; Post time to comments."
233,"4 rounds, each for time, of:  1-mile bike; Rest as needed between efforts. Use a stationary bike or find 1-mile course to repeat each round.; Post times for each round to comments.; Compare to 151119."
234,"Complete as many rounds as possible in 10 minutes of:  95-lb. power snatches, 10 reps  10 burpees; Post rounds completed to comments."
235,"Rest Day; ""What is going on at the CDC? Health agency ethics need scrutiny,"" The Hill.; Post thoughts to comments."
236,"Row 250 meters  Row 500 meters  Row 1,000 meters  Row 500 meters  Row 250 meters; Rest 1 minute between efforts.; Post time for each interval to comments."
237,Overhead squat 3-3-3-3-3 reps; Post loads to comments.; Compare to 141120.
238,"10 rounds for time of:  155-lb. power cleans, 5 reps  10 walking lunges; Post time to comments."
239,"Rest Day; ""Big Soda Spends Millions On 'Unethical' San Francisco Area Ads Fighting Drink Taxes,"" The Huffington Post.; Post thoughts to comments."
240,"DVB; For time:  Run 1 mile with a 20-lb. medicine ball  Then, 8 rounds of:  10 wall-ball shots  1 rope ascent  Run 800 meters with a 20-lb. medicine ball  Then, 4 rounds of:  10 wall-ball shots  1 rope ascent  Run 400 meters with a 20-lb. medicine ball  Then, 2 rounds of:  10 wall-ball shots  1 rope ascent; Post time to comments."
241,"For time:  50 box jumps, 24-inch box  25 handstand push-ups  40 box jumps, 24-inch box  20 handstand push-ups  30 box jumps, 24-inch box  15 handstand push-ups  20 box jumps, 24-inch box  10 handstand push-ups  10 box jumps, 24-inch box  5 handstand push-ups; Post time to comments.; Compare to 150603."
242,Deadlift 3-3-3-3-3 reps; Post loads to comments.; Compare to 160122.
243,"Rest Day; ""Senior-Care Business Booms for Franchisers,"" The Wall Street Journal.; Post thoughts to comments."
244,"From 0:00-3:00, perform 3 rounds of:  3 pull-ups  6 push-ups  9 squats  From 3:00-6:00, perform 3 rounds of:  4 pull-ups  8 push-ups  12 squats  From 6:00-9:00, perform 3 rounds of:  5 pull-ups  10 push-ups  15 squats  From 9:00-12:00, perform 3 rounds of:  6 pull-ups  12 push-ups  18 squats; Etc.; Continue for as long as possible until you cannot complete 3 rounds within the 3-minute window. Every 3 minutes add 1 additional pull-up, 2 additional push-ups and 3 additional squats."
245,"For time:  135-lb. squat cleans, 10 reps  50 GHD sit-ups  135-lb. squat cleans, 8 reps  40 GHD sit-ups  135-lb. squat cleans, 6 reps  30 GHD sit-ups  135-lb. squat cleans, 4 reps  20 GHD sit-ups  135-lb. squat cleans, 2 reps  10 GHD sit-ups; Post time to comments.; Compare to 090925."
246,For time:  30 strict muscle-ups; Post time to comments.; Compare to 150118.
247,"Rest Day; ""Rio 2016: how British athletes are challenging the Olympic tradition of junk food peddling,"" Vox.; Post thoughts to comments."
248,"5 rounds, each for time, of:  Run 800 meters  Rest 3 minutes; Post time for each interval to comments."
249,10 rounds for time of:  3 deadlifts  1 back tuck; Post time and loads to comments.; Compare to 121101.
250,21-18-15-12-9-6-3 reps for time of:  35-lb. dumbbell burpee / hang squat clean / thrusters  Pull-ups; The ?dumbbell burpee / hang squat clean / thrusters? is a burpee with dumbbells followed by a hang squat clean and then a thruster.; Post time to comments.; Compare to 050401.
251,"Rest Day; ""An Italian lawmaker wants to make it a crime for parents to feed their kids vegan diets,"" The Washington Post.; Post thoughts to comments."
252,Front squat 1-1-1-1-1-1-1-1-1-1 reps; Post loads to comments.; Compare to 160214.
253,"5 rounds for time of:  155-lb. clean and jerk, 10 reps  15-ft. legless rope climb, 1 ascent; Post time to comments.; Compare to 121106."
254,Split jerk 3-3-3-3-3-3-3 reps; Post loads to comments.; Compare to 151104.
255,"Rest Day; ""Olympics are a carnival of junk food marketing, say campaigners,"" The Guardian.; Post thoughts to comments."
256,"Make 3 attempts at each of the following:  Max set of single-leg squats on your left leg.  Max set of single-leg squats on your right leg.  Max set of left-arm dumbbell snatches (touch-and-go).  Max set of right-arm dumbbell snatches (touch-and-go).  Max set of strict toes-to-bars.; For the squats, a set ends when your opposite foot touches the ground or you rest excessively at the top. For the snatch, use the heaviest dumbbell that you can find and still get at least 3 reps. Warm up for each and rest as needed between efforts.; Post reps (and load) completed for each set to comments."
257,"7 rounds for reps of:  1 minute of 75-lb. muscle snatches  1 minute of 75-lb. overhead squats  1 minute of burpees, jumping over the barbell  Rest 1 minute; Post total reps completed to comments."
258,"TK  Complete as many rounds as possible in 20 minutes of:  8 strict pull-ups  8 box jumps, 36-inch box  12 kettlebell swings, 2 pood; Post rounds completed to comments.; Compare to 131228."
259,"Rest Day; ""Embarrassing fail mid-erection as the landmark Kings Cross Coca-Cola sign is rebuilt,"" News.com.au.; Post thoughts to comments."
260,"5 2-minute rounds of:  15-ft. rope climb, 3 ascents  Row for calories; Rest at least 3 minutes between rounds.; Post calories rowed each round to comments."
261,For time:  Run 800 meters  100 push-ups  100-meter bear crawl  Run 800 meters  50 handstand push-ups  50-meter handstand walk  Run 800 meters; Post time to comments.
262,Deadlift 5-5-5-5-5 reps; Post loads to comments.; Compare to 150303.
263,"Rest Day; ""This Pulsating Slime Mold Comes in Peace (ft. It's Okay to Be Smart),"" Deep Look.; Post thoughts to comments."
264,12-9-6 reps for time of:  165-lb. squat snatches  225-lb. bench presses; Post time to comments.
265,10 200-meter sprints  Rest as needed between efforts.; Post best and worst times to comments.; Compare to 150221.
266,"40-30-20-10 reps for time of:  Toes-to-bars  Wall-ball shots, 20-lb. ball; Rest 5 minutes, then,; 40-30-20-10 reps for time of:  Hip extensions holding a 25-lb. plate  Wall-ball shots, 20-lb. ball; Post time for each couplet to comments."
267,"Rest Day; ""CrossFit is leading to a huge revival for a once-disappearing fitness brand,"" Business Insider.; Post thoughts to comments."
268,"Nancy  5 rounds for time of:  400-meter run  95-lb. overhead squats, 15 reps; Post time to comments.; Compare to 150927."
269,Elizabeth  21-15-9 reps for time of:  135-lb. cleans  Ring dips; Post time to comments.; Compare to 150803.
270,Fran  21-15-9 reps for time of:  95-lb. thrusters  pull-ups; Post time to comments.; Compare to 150929.
271,"Rest Day; ""Cutting Sugar Rapidly Improves Heart Health Markers,"" The New York Times.; Post thoughts to comments."
272,"For time:  12 ring handstand push-ups  225-lb. back squats, 15 reps  20 burpees  9 ring handstand push-ups  205-lb. front squats, 18 reps  20 burpees  6 ring handstand push-ups  185-lb. overhead squats, 21 reps  20 burpees; Post time to comments."
273,"Double DT  10 rounds for time of:  12 deadlifts  9 hang power cleans  6 push jerks; Men use 155 lb., women use 105 lb.; Or,; Heavy DT  5 rounds for time of:  12 deadlifts  9 hang power cleans  6 push jerks; Men use 205 lb., women use 145 lb.; Post your time and choice of workout to comments.; Compare to 150725."
